round,loss
1,0.021160504315048456
2,0.01637176051735878
3,0.013007730478420854
4,0.012325333431363106
5,0.010649445932358503
6,0.012103781569749117
7,0.010449688881635666
8,0.009759045671671629
9,0.010255701839923859
10,0.008800717769190669
11,0.009316461160779
12,0.010935015743598342
13,0.0085163414478302
14,0.008737916010431945
15,0.008836353430524468
16,0.012807759223505855
17,0.008930216892622411
18,0.008024238049983978
19,0.008938850369304419
20,0.00789136381354183
