round,loss
1,0.003352179774083197
2,0.0031774831586517394
3,0.003142148081678897
4,0.003154127742163837
5,0.0031419805018231273
6,0.003188202215824276
7,0.003122242516838014
8,0.0031132354051806033
9,0.00310202973196283
10,0.003101685957517475
11,0.0031130651477724314
12,0.003093182691372931
13,0.003097277949564159
14,0.003077777335420251
15,0.003075576853007078
16,0.0030737639172002673
17,0.003074646752793342
18,0.0030697360052727163
19,0.0030715367756783962
20,0.003064870077650994
