round,loss
1,0.011704994598403573
2,0.007312727626413107
3,0.006691396120004356
4,0.0054753589211031795
5,0.00676283345092088
6,0.005383342853747308
7,0.005359790637157857
8,0.004652430594433099
9,0.005986908741760999
10,0.007159467844758183
11,0.006221786024980247
12,0.004436538205482066
13,0.00444541871547699
14,0.0055231929291039705
15,0.004998865420930088
16,0.00594815838849172
17,0.0049637219635769725
18,0.004056442528963089
19,0.00456311518792063
20,0.004544606781564653
